Address Rule Id,Residentials Addresses Linked,Num From,Num To,RangeType,Street Name,Zip5,City,TownCode,Ward,District,CongressionalDistrictCode,AssemblyDistrictCode,SenateDistrictCode,LegislativeDistrictCode,VillageCode,SchoolCode,FireCode,CityCouncilCode,TownWardCode
4859,6,132,136,EVEN,DELAWARE ST,13204,SYRACUSE,,010,007,022,128,048,015,,,,004,
4860,23,139,313,ALL,DELAWARE ST,13204,SYRACUSE,,010,003,022,128,048,015,,,,002,
4861,45,417,575,ALL,DELAWARE ST,13204,SYRACUSE,,010,001,022,128,048,008,,,,002,
4627,26,204,233,ALL,DELHI ST,13203,SYRACUSE,,006,002,022,129,048,009,,,,005,
775,9,101,131,ODD,DELL ST,13210,SYRACUSE,,017,005,022,128,048,015,,,,003,
776,9,112,120,EVEN,DELL ST,13210,SYRACUSE,,017,003,022,128,048,015,,,,003,
1625,40,102,141,ALL,DELONG AVE,13208,SYRACUSE,,001,003,022,129,048,009,,,,001,
6328,48,111,255,ALL,DELRAY AVE,13224,SYRACUSE,,017,014,022,128,048,017,,,,005,
7363,16,102,512,EVEN,DEMONG DR,13214,SYRACUSE,,017,017,022,128,048,017,,,,003,
7364,6,301,511,ODD,DEMONG DR,13214,SYRACUSE,,017,016,022,128,048,017,,,,003,
7365,29,513,806,ALL,DEMONG DR,13214,SYRACUSE,,017,016,022,128,048,017,,,,003,
4862,20,100,165,ALL,DEPALMA AVE,13204,SYRACUSE,,011,002,022,129,048,008,,,,002,
4863,13,119,137,ALL,DEWEY AVE,13204,SYRACUSE,,002,001,022,129,048,008,,,,002,
7366,39,100,312,ALL,DEWITT RD,13214,SYRACUSE,,017,013,022,128,048,017,,,,003,
4628,29,128,240,ALL,DEWITT ST,13203,SYRACUSE,,004,005,022,129,048,007,,,,005,
4629,83,301,925,ODD,DEWITT ST,13203,SYRACUSE,,004,002,022,129,048,007,,,,001,
4630,6,308,514,EVEN,DEWITT ST,13203,SYRACUSE,,004,005,022,129,048,007,,,,005,
4631,30,620,932,EVEN,DEWITT ST,13203,SYRACUSE,,004,003,022,129,048,007,,,,005,
777,14,101,128,ALL,DIANA AVE,13210,SYRACUSE,,014,004,022,129,048,015,,,,003,
4524,18,122,122,EVEN,DICKERSON ST,13202,SYRACUSE,,010,006,022,129,048,016,,,,002,
6330,32,112,165,ALL,DIDAMA ST,13224,SYRACUSE,,017,008,022,128,048,017,,,,005,
2525,8,103,208,ALL,DILLAYE AVE,13206,SYRACUSE,,006,006,022,129,048,009,,,,005,
778,2,103,105,ODD,DODGE DR,13210,SYRACUSE,,019,004,022,129,048,015,,,,003,
7368,25,100,135,ALL,DOLL PKWY,13214,SYRACUSE,,017,016,022,128,048,017,,,,003,
4632,5,106,121,ALL,DORCHESTER AVE,13203,SYRACUSE,,004,004,022,129,048,007,,,,005,
4633,63,201,255,ALL,DORCHESTER AVE,13203,SYRACUSE,,004,007,022,129,048,007,,,,005,
4634,29,100,227,ALL,DOROTHY ST,13203,SYRACUSE,,006,005,022,129,048,009,,,,005,
779,22,100,130,ALL,DORSET RD,13210,SYRACUSE,,016,003,022,129,048,017,,,,003,
3681,45,115,251,ALL,DORWIN AVE,13205,SYRACUSE,,014,011,022,129,048,015,,,,004,
3682,4,360,390,EVEN,DORWIN AVE,13205,SYRACUSE,,013,009,022,129,048,015,,,,004,
3683,3,100,110,EVEN,DOUGALL AVE,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
4635,46,105,351,ALL,DOUGLAS ST,13203,SYRACUSE,,006,003,022,129,048,009,,,,001,
4636,20,404,432,EVEN,DOUGLAS ST,13203,SYRACUSE,,004,011,022,129,048,009,,,,005,
4637,14,405,431,ODD,DOUGLAS ST,13203,SYRACUSE,,004,001,022,129,048,009,,,,001,
4864,8,100,202,ALL,DRISCOLL AVE,13204,SYRACUSE,,007,001,022,129,048,008,,,,002,
4865,6,203,211,ODD,DRISCOLL AVE,13204,SYRACUSE,,007,002,022,129,048,008,,,,002,
4866,3,206,300,EVEN,DRISCOLL AVE,13204,SYRACUSE,,007,001,022,129,048,008,,,,002,
2791,2,115,117,ODD,DUANE ST,13207,SYRACUSE,,011,005,022,128,048,008,,,,002,
2792,1,116,116,EVEN,DUANE ST,13207,SYRACUSE,,011,003,022,129,048,008,,,,002,
2793,25,122,321,ALL,DUANE ST,13207,SYRACUSE,,011,003,022,129,048,008,,,,002,
4868,1,205,205,ODD,DUDLEY ST,13204,SYRACUSE,,010,003,022,128,048,015,,,,002,
4869,8,206,510,EVEN,DUDLEY ST,13204,SYRACUSE,,011,005,022,128,048,008,,,,002,
2794,16,101,123,ALL,DUNDEE DR,13207,SYRACUSE,,011,007,022,129,048,008,,,,002,
4638,33,101,223,ODD,DURSTON AVE,13203,SYRACUSE,,004,006,022,129,048,007,,,,005,
4639,31,128,222,EVEN,DURSTON AVE,13203,SYRACUSE,,004,004,022,129,048,007,,,,005,
4640,75,224,529,ALL,DURSTON AVE,13203,SYRACUSE,,004,004,022,129,048,007,,,,005,
780,27,100,103,ALL,DYER CT,13210,SYRACUSE,,015,004,022,128,048,016,,,,004,
781,22,1011,1011,ODD,E ADAMS ST,13210,SYRACUSE,,015,008,022,129,048,016,,,,003,
782,4,1303,1309,ODD,E ADAMS ST,13210,SYRACUSE,,016,001,022,129,048,017,,,,003,
3684,15,101,121,ALL,E BEARD AVE,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
4641,10,202,205,ALL,E BELDEN AVE,13203,SYRACUSE,,009,002,022,129,048,008,,,,001,
2795,37,109,185,ALL,E BISSELL ST,13207,SYRACUSE,,012,004,022,128,048,015,,,,004,
3685,4,115,125,ODD,E BORDEN AVE,13205,SYRACUSE,,018,002,022,128,048,016,,,,004,
3686,4,128,202,EVEN,E BORDEN AVE,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
3687,4,109,109,ALL,E BRIGHTON AVE,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
3688,14,112,140,EVEN,E BRIGHTON AVE,13205,SYRACUSE,,014,001,022,128,048,016,,,,004,
3689,8,113,143,ODD,E BRIGHTON AVE,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
3690,40,700,700,EVEN,E BRIGHTON AVE,13205,SYRACUSE,,014,012,022,129,048,015,,,,003,
3691,7,750,750,EVEN,E BRIGHTON AVE,13205,SYRACUSE,,014,005,022,128,048,015,,,,004,
3692,467,812,944,ALL,E BRIGHTON AVE,13205,SYRACUSE,,014,012,022,129,048,015,,,,003,
783,15,302,520,EVEN,E BRIGHTON AVE,13210,SYRACUSE,,014,013,022,129,048,015,,,,004,
784,3,551,551,ODD,E BRIGHTON AVE,13210,SYRACUSE,,014,004,022,129,048,015,,,,003,
2796,17,107,135,ALL,E CHAFFEE AVE,13207,SYRACUSE,,013,009,022,129,048,015,,,,004,
3693,35,102,225,ALL,E CHELTENHAM RD,13205,SYRACUSE,,014,006,022,129,048,015,,,,004,
3694,22,126,414,ALL,E COLVIN ST,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
785,16,426,736,EVEN,E COLVIN ST,13210,SYRACUSE,,019,008,022,129,048,016,,,,004,
786,22,835,1126,ALL,E COLVIN ST,13210,SYRACUSE,,019,006,022,129,048,016,,,,003,
787,1,2001,2001,ODD,E COLVIN ST,13210,SYRACUSE,,019,004,022,129,048,015,,,,003,
788,8,2024,2212,EVEN,E COLVIN ST,13210,SYRACUSE,,019,003,022,129,048,015,,,,003,
3695,5,116,120,ALL,E CORNING AVE,13205,SYRACUSE,,014,001,022,128,048,016,,,,004,
1627,23,312,421,ALL,E DIVISION ST,13208,SYRACUSE,,003,001,022,129,048,008,,,,001,
1628,50,602,656,ALL,E DIVISION ST,13208,SYRACUSE,,003,002,022,129,048,009,,,,001,
1629,32,703,1002,ALL,E DIVISION ST,13208,SYRACUSE,,003,004,022,129,048,009,,,,001,
4525,2,124,124,EVEN,E ERIE BLVD,13202,SYRACUSE,,009,003,022,129,048,008,,,,002,
4526,3,500,500,EVEN,E ERIE BLVD,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
789,2,701,701,ODD,E ERIE BLVD,13210,SYRACUSE,,006,010,022,128,048,009,,,,002,
790,2,1630,1758,EVEN,E ERIE BLVD,13210,SYRACUSE,,017,006,022,128,048,017,,,,005,
6333,2,2156,2156,EVEN,E ERIE BLVD,13224,SYRACUSE,,017,011,022,128,048,017,,,,005,
6334,4,2433,2433,ODD,E ERIE BLVD,13224,SYRACUSE,,005,008,022,128,048,009,,,,005,
6335,1,2544,2544,EVEN,E ERIE BLVD,13224,SYRACUSE,,017,010,022,128,048,017,,,,005,
6336,1,2737,2737,ODD,E ERIE BLVD,13224,SYRACUSE,,005,002,022,129,048,009,,,,005,
9173,2,1801,1801,ALL,E ERIE BLVD,13210,SYRACUSE,,017,006,022,128,048,017,,,,005,
6337,89,2003,2515,ALL,E FAYETTE ST,13224,SYRACUSE,,017,011,022,128,048,017,,,,005,
6338,27,2616,2712,ALL,E FAYETTE ST,13224,SYRACUSE,,017,008,022,128,048,017,,,,005,
791,30,712,900,EVEN,E FAYETTE ST,13210,SYRACUSE,,015,002,022,128,048,016,,,,002,
792,38,1003,1228,ALL,E FAYETTE ST,13210,SYRACUSE,,015,006,022,128,048,016,,,,005,
793,222,1304,1918,ALL,E FAYETTE ST,13210,SYRACUSE,,017,006,022,128,048,017,,,,005,
4527,64,150,505,ALL,E FAYETTE ST,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
3696,1,209,209,ODD,E FLORENCE AVE,13205,SYRACUSE,,014,002,022,128,048,016,,,,004,
3697,2,210,216,EVEN,E FLORENCE AVE,13205,SYRACUSE,,014,008,022,128,048,016,,,,004,
3698,16,219,343,ALL,E FLORENCE AVE,13205,SYRACUSE,,014,002,022,128,048,016,,,,004,
7375,4,100,106,EVEN,E GENESEE PKWY,13214,SYRACUSE,,017,013,022,128,048,017,,,,003,
7376,10,201,307,ODD,E GENESEE PKWY,13214,SYRACUSE,,017,017,022,128,048,017,,,,003,
7377,12,405,437,ODD,E GENESEE PKWY,13214,SYRACUSE,,017,016,022,128,048,017,,,,003,
7378,3,3285,3315,ODD,E GENESEE ST,13214,SYRACUSE,,017,017,022,128,048,017,,,,003,
7379,19,3400,3956,ALL,E GENESEE ST,13214,SYRACUSE,,017,013,022,128,048,017,,,,003,
7381,55,4001,4101,ODD,E GENESEE ST,13214,SYRACUSE,,017,013,022,128,048,017,,,,003,
6339,7,2500,2510,EVEN,E GENESEE ST,13224,SYRACUSE,,017,007,022,128,048,017,,,,003,
6340,9,2501,2523,ODD,E GENESEE ST,13224,SYRACUSE,,017,011,022,128,048,017,,,,005,
6341,19,2600,2693,ALL,E GENESEE ST,13224,SYRACUSE,,017,007,022,128,048,017,,,,003,
6342,11,2700,2854,EVEN,E GENESEE ST,13224,SYRACUSE,,017,009,022,128,048,015,,,,003,
6343,10,2705,2833,ODD,E GENESEE ST,13224,SYRACUSE,,017,007,022,128,048,017,,,,003,
4528,16,120,136,EVEN,E GENESEE ST,13202,SYRACUSE,,009,003,022,129,048,008,,,,002,
4529,8,444,444,EVEN,E GENESEE ST,13202,SYRACUSE,,015,001,022,128,048,016,,,,002,
794,88,709,919,ODD,E GENESEE ST,13210,SYRACUSE,,015,002,022,128,048,016,,,,002,
795,3,1027,1027,ODD,E GENESEE ST,13210,SYRACUSE,,015,006,022,128,048,016,,,,005,
796,4,1060,1060,EVEN,E GENESEE ST,13210,SYRACUSE,,015,007,022,129,048,016,,,,005,
797,80,1105,1420,ALL,E GENESEE ST,13210,SYRACUSE,,016,006,022,129,048,017,,,,005,
798,191,1433,2325,ODD,E GENESEE ST,13210,SYRACUSE,,017,006,022,128,048,017,,,,005,
799,7,1450,1460,EVEN,E GENESEE ST,13210,SYRACUSE,,016,006,022,129,048,017,,,,005,
800,51,1500,1630,EVEN,E GENESEE ST,13210,SYRACUSE,,017,018,022,128,048,015,,,,005,
801,9,1828,1930,EVEN,E GENESEE ST,13210,SYRACUSE,,017,005,022,128,048,015,,,,003,
802,14,2004,2324,EVEN,E GENESEE ST,13210,SYRACUSE,,017,004,022,128,048,017,,,,003,
803,12,2401,2427,ODD,E GENESEE ST,13210,SYRACUSE,,017,011,022,128,048,017,,,,005,
804,13,2406,2430,EVEN,E GENESEE ST,13210,SYRACUSE,,017,007,022,128,048,017,,,,003,
3699,21,113,244,ALL,E GLEN AVE,13205,SYRACUSE,,014,008,022,128,048,016,,,,004,
3700,8,301,339,ODD,E GLEN AVE,13205,SYRACUSE,,014,002,022,128,048,016,,,,004,
3701,6,304,328,EVEN,E GLEN AVE,13205,SYRACUSE,,014,008,022,128,048,016,,,,004,
3702,4,402,416,ALL,E GLEN AVE,13205,SYRACUSE,,014,005,022,128,048,015,,,,004,
1630,32,410,829,ALL,E HIAWATHA BLVD,13208,SYRACUSE,,001,002,022,129,048,009,,,,001,
4530,1,103,103,ODD,E JEFFERSON,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
4531,20,120,205,ALL,E JEFFERSON ST,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
3703,36,102,312,ALL,E KENNEDY ST,13205,SYRACUSE,,018,002,022,128,048,016,,,,004,
3704,10,117,133,ALL,E LAFAYETTE AVE,13205,SYRACUSE,,014,001,022,128,048,016,,,,004,
4642,13,406,608,ALL,E LAUREL ST,13203,SYRACUSE,,009,002,022,129,048,008,,,,001,
4643,35,707,744,ALL,E LAUREL ST,13203,SYRACUSE,,006,003,022,129,048,009,,,,001,
3705,16,116,320,EVEN,E MARTIN LUTHER KING,13205,SYRACUSE,,018,002,022,128,048,016,,,,004,
3706,8,207,221,ODD,E MARTIN LUTHER KING,13205,SYRACUSE,,018,001,022,128,048,016,,,,004,
3707,22,108,156,ALL,E MATSON AVE,13205,SYRACUSE,,014,003,022,128,048,016,,,,004,
2529,25,125,222,ALL,E MILFORD DR,13206,SYRACUSE,,005,009,022,129,048,007,,,,005,
3708,1,101,101,ODD,E NEWELL ST,13205,SYRACUSE,,014,001,022,128,048,016,,,,004,
4532,2,240,259,ALL,E ONONDAGA ST,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
3709,12,101,110,ALL,E OSTRANDER AVE,13205,SYRACUSE,,014,003,022,128,048,016,,,,004,
4533,4,405,415,ODD,E RAYNOR AVE,13202,SYRACUSE,,018,001,022,128,048,016,,,,004,
3710,3,125,153,ODD,E SENECA TPKE,13205,SYRACUSE,,014,008,022,128,048,016,,,,004,
3711,4,136,152,EVEN,E SENECA TPKE,13205,SYRACUSE,,014,006,022,129,048,015,,,,004,
3712,13,158,302,ALL,E SENECA TPKE,13205,SYRACUSE,,014,006,022,129,048,015,,,,004,
3713,7,303,369,ODD,E SENECA TPKE,13205,SYRACUSE,,014,005,022,128,048,015,,,,004,
3714,5,306,390,EVEN,E SENECA TPKE,13205,SYRACUSE,,014,006,022,129,048,015,,,,004,
3715,5,468,518,EVEN,E SENECA TPKE,13205,SYRACUSE,,014,009,022,129,048,015,,,,003,
3716,96,485,695,ODD,E SENECA TPKE,13205,SYRACUSE,,014,012,022,129,048,015,,,,003,
3717,39,100,224,ALL,E WARRINGTON RD,13205,SYRACUSE,,014,006,022,129,048,015,,,,004,
4534,11,100,120,EVEN,E WASHINGTON ST,13202,SYRACUSE,,009,003,022,129,048,008,,,,002,
4535,72,300,447,ALL,E WASHINGTON ST,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
805,5,1402,1408,EVEN,E WASHINGTON ST,13210,SYRACUSE,,017,006,022,128,048,017,,,,005,
9152,1,246,246,EVEN,E WATER ST,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
4536,46,121,243,ODD,E WATER ST,13202,SYRACUSE,,009,003,022,129,048,008,,,,002,
4537,4,323,325,ALL,E WATER ST,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
4538,4,123,123,ODD,E WILLOW ST,13202,SYRACUSE,,009,003,022,129,048,008,,,,002,
4644,158,313,825,ALL,E WILLOW ST,13203,SYRACUSE,,009,002,022,129,048,008,,,,001,
6344,25,131,228,ALL,EAST AVE,13224,SYRACUSE,,017,007,022,128,048,017,,,,003,
2797,10,106,116,ALL,EASTMAN AVE,13207,SYRACUSE,,013,001,022,128,048,015,,,,004,
2798,1,109,109,ODD,EASTVIEW AVE,13207,SYRACUSE,,012,004,022,128,048,015,,,,004,
6345,11,121,185,ODD,EDGEHILL RD,13224,SYRACUSE,,017,017,022,128,048,017,,,,003,
6346,12,124,182,EVEN,EDGEHILL RD,13224,SYRACUSE,,017,007,022,128,048,017,,,,003,
7385,44,100,232,ALL,EDGEMONT DR,13214,SYRACUSE,,017,013,022,128,048,017,,,,003,
2799,10,100,320,EVEN,EDGEWOOD AVE,13207,SYRACUSE,,013,004,022,129,048,015,,,,002,
2800,3,101,319,ODD,EDGEWOOD AVE,13207,SYRACUSE,,013,002,022,128,048,015,,,,002,
3718,4,113,205,ALL,EDGEWOOD DR,13205,SYRACUSE,,014,007,022,129,048,015,,,,004,
4870,2,259,259,ODD,EDISON ST,13204,SYRACUSE,,002,001,022,129,048,008,,,,002,
3719,34,100,217,ALL,EDNA RD,13205,SYRACUSE,,014,011,022,129,048,015,,,,004,
2530,40,100,118,ALL,EDTIM RD,13206,SYRACUSE,,004,008,022,129,048,007,,,,005,
2531,45,112,232,ALL,ELDORADO ST,13206,SYRACUSE,,005,001,022,129,048,007,,,,005,
3720,14,101,223,ALL,ELIZABETH ST,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
3721,36,100,230,ALL,ELK ST,13205,SYRACUSE,,019,005,022,128,048,016,,,,004,
1634,8,100,115,ALL,ELLEN ST,13208,SYRACUSE,,001,005,022,129,048,009,,,,001,
4871,4,101,111,ODD,ELLIOTT ST,13204,SYRACUSE,,010,003,022,128,048,015,,,,002,
4872,16,201,319,ALL,ELLIOTT ST,13204,SYRACUSE,,011,005,022,128,048,008,,,,002,
4873,28,401,433,ALL,ELLIOTT ST,13204,SYRACUSE,,011,001,022,128,048,008,,,,002,
806,51,328,461,ALL,ELLIS ST,13210,SYRACUSE,,017,011,022,128,048,017,,,,005,
4645,145,305,433,ALL,ELM ST,13203,SYRACUSE,,006,002,022,129,048,009,,,,005,
4646,9,505,534,ALL,ELM ST,13203,SYRACUSE,,006,005,022,129,048,009,,,,005,
2801,34,106,207,ALL,ELMHURST AVE,13207,SYRACUSE,,013,001,022,128,048,015,,,,004,
3722,1,74,74,EVEN,ELMHURST AVE,13205,SYRACUSE,,019,001,022,128,048,016,,,,004,
2802,10,106,117,ALL,ELMWOOD AVE,13207,SYRACUSE,,013,002,022,128,048,015,,,,002,
2803,17,118,150,EVEN,ELMWOOD AVE,13207,SYRACUSE,,013,004,022,129,048,015,,,,002,
2804,9,119,155,ODD,ELMWOOD AVE,13207,SYRACUSE,,013,002,022,128,048,015,,,,002,
2805,13,100,119,ALL,ELOISE TER,13207,SYRACUSE,,012,004,022,128,048,015,,,,004,
4647,12,101,310,ALL,ELSNER ST,13203,SYRACUSE,,004,002,022,129,048,007,,,,001,
4874,15,101,119,ALL,EMERSON AVE,13204,SYRACUSE,,008,002,022,129,048,008,,,,002,
4875,23,206,407,ALL,EMERSON AVE,13204,SYRACUSE,,007,002,022,129,048,008,,,,002,
4876,5,408,416,EVEN,EMERSON AVE,13204,SYRACUSE,,007,001,022,129,048,008,,,,002,
4877,5,505,567,ODD,EMERSON AVE,13204,SYRACUSE,,007,002,022,129,048,008,,,,002,
4878,104,705,1021,ALL,EMERSON AVE,13204,SYRACUSE,,007,001,022,129,048,008,,,,002,
2806,22,108,269,ALL,EMPIRE AVE,13207,SYRACUSE,,013,008,022,128,048,015,,,,004,
7387,10,100,120,ALL,ENFIELD PL,13214,SYRACUSE,,017,013,022,128,048,017,,,,003,
1635,11,103,145,ODD,ENGLERT AVE,13208,SYRACUSE,,001,005,022,129,048,009,,,,001,
1636,4,112,124,EVEN,ENGLERT AVE,13208,SYRACUSE,,001,001,022,129,048,009,,,,001,
2807,28,115,429,ALL,ENGLEWOOD AVE,13207,SYRACUSE,,013,005,022,129,048,015,,,,004,
1637,1,116,116,EVEN,ERICKSON ST,13208,SYRACUSE,,005,011,022,129,048,007,,,,005,
2532,24,112,159,ALL,ERICKSON ST,13206,SYRACUSE,,005,011,022,129,048,007,,,,005,
2533,9,209,240,ALL,ERICKSON ST,13206,SYRACUSE,,005,002,022,129,048,009,,,,005,
4539,17,500,500,EVEN,ERIE BLVD E,13202,SYRACUSE,,009,001,022,129,048,008,,,,002,
9168,3,1801,1801,ODD,ERIE BLVD E,13210,SYRACUSE,,006,006,022,129,048,009,,,,005,
4879,9,538,538,EVEN,ERIE BLVD W,13204,SYRACUSE,,002,001,022,129,048,008,,,,002,
4880,57,107,415,ALL,ERIE ST,13204,SYRACUSE,,007,002,022,129,048,008,,,,002,
4881,69,103,316,ALL,ESSEX ST,13204,SYRACUSE,,007,001,022,129,048,008,,,,002,
4883,1,324,324,EVEN,ESSEX ST,13204,SYRACUSE,,007,001,022,129,048,008,,,,002,
2808,4,104,205,ALL,ETHEL ST,13207,SYRACUSE,,011,007,022,129,048,008,,,,002,
6350,11,1305,1322,ALL,EUCLID AVE,13224,SYRACUSE,,017,012,022,128,048,015,,,,003,
6351,8,1401,1609,ODD,EUCLID AVE,13224,SYRACUSE,,017,009,022,128,048,015,,,,003,
6352,6,1500,1610,EVEN,EUCLID AVE,13224,SYRACUSE,,017,012,022,128,048,015,,,,003,
6353,10,1613,1709,ALL,EUCLID AVE,13224,SYRACUSE,,017,009,022,128,048,015,,,,003,
6354,23,1807,2410,ALL,EUCLID AVE,13224,SYRACUSE,,017,015,022,128,048,017,,,,003,
807,131,125,201,ODD,EUCLID AVE,13210,SYRACUSE,,016,001,022,129,048,017,,,,003,
808,2,200,200,EVEN,EUCLID AVE,13210,SYRACUSE,,016,003,022,129,048,017,,,,003,
809,61,212,624,ALL,EUCLID AVE,13210,SYRACUSE,,016,003,022,129,048,017,,,,003,
810,13,700,758,EVEN,EUCLID AVE,13210,SYRACUSE,,016,002,022,129,048,016,,,,003,
811,31,701,827,ODD,EUCLID AVE,13210,SYRACUSE,,016,003,022,129,048,017,,,,003,
812,5,800,816,EVEN,EUCLID AVE,13210,SYRACUSE,,017,002,022,128,048,015,,,,003,
813,16,919,1014,ALL,EUCLID AVE,13210,SYRACUSE,,017,003,022,128,048,015,,,,003,
814,14,1015,1221,ODD,EUCLID AVE,13210,SYRACUSE,,017,012,022,128,048,015,,,,003,
815,7,1016,1032,EVEN,EUCLID AVE,13210,SYRACUSE,,017,003,022,128,048,015,,,,003,
816,14,1100,1264,EVEN,EUCLID AVE,13210,SYRACUSE,,017,002,022,128,048,015,,,,003,
817,14,102,117,ALL,EUCLID TER,13210,SYRACUSE,,017,003,022,128,048,015,,,,003,
4885,29,105,134,ALL,EUREKA ST,13204,SYRACUSE,,002,001,022,129,048,008,,,,002,
2809,18,204,254,ALL,EVALEEN AVE,13207,SYRACUSE,,013,008,022,128,048,015,,,,004,
4886,79,300,521,ALL,FABIUS ST,13204,SYRACUSE,,008,001,022,128,048,016,,,,002,
3726,35,106,180,ALL,FAGE AVE,13205,SYRACUSE,,019,002,022,128,048,016,,,,004,
2810,11,114,206,ALL,FAIRDALE AVE,13207,SYRACUSE,,011,004,022,129,048,008,,,,002,
2811,27,102,135,ALL,FAIRFIELD AVE,13207,SYRACUSE,,013,002,022,128,048,015,,,,002,
2812,5,201,209,ALL,FAIRFIELD AVE,13207,SYRACUSE,,013,004,022,129,048,015,,,,002,
4648,7,126,134,EVEN,FAIRVIEW AVE,13203,SYRACUSE,,006,002,022,129,048,009,,,,005,
818,29,101,191,ALL,FARM ACRE RD,13210,SYRACUSE,,019,003,022,129,048,015,,,,003,
4649,4,101,105,ALL,FARMER ST,13203,SYRACUSE,,004,002,022,129,048,007,,,,001,
4650,20,301,332,ALL,FARMER ST,13203,SYRACUSE,,004,005,022,129,048,007,,,,005,
6355,50,110,322,ALL,FAYETTE BLVD,13224,SYRACUSE,,017,014,022,128,048,017,,,,005,
6356,17,417,555,ALL,FAYETTE BLVD,13224,SYRACUSE,,017,010,022,128,048,017,,,,005,
4651,14,107,130,ALL,FEIGEL AVE,13203,SYRACUSE,,004,007,022,129,048,007,,,,005,
819,46,115,190,ALL,FELLOWS AVE,13210,SYRACUSE,,017,004,022,128,048,017,,,,003,
820,25,205,263,ODD,FELLOWS AVE,13210,SYRACUSE,,017,012,022,128,048,015,,,,003,
821,20,204,270,EVEN,FELLOWS AVE,13210,SYRACUSE,,017,003,022,128,048,015,,,,003,
822,35,271,353,ALL,FELLOWS AVE,13210,SYRACUSE,,017,012,022,128,048,015,,,,003,
823,5,410,432,EVEN,FELLOWS AVE,13210,SYRACUSE,,017,003,022,128,048,015,,,,003,
824,6,411,431,ODD,FELLOWS AVE,13210,SYRACUSE,,017,002,022,128,048,015,,,,003,
825,59,435,734,ALL,FELLOWS AVE,13210,SYRACUSE,,017,002,022,128,048,015,,,,003,
4887,15,102,132,ALL,FENTON ST,13204,SYRACUSE,,008,003,022,128,048,008,,,,002,
6357,62,101,283,ALL,FENWAY DR,13224,SYRACUSE,,017,011,022,128,048,017,,,,005,
3727,5,100,110,ALL,FERNDALE DR,13205,SYRACUSE,,014,008,022,128,048,016,,,,004,
3728,31,201,320,ALL,FERNDALE DR,13205,SYRACUSE,,014,010,022,128,048,015,,,,004,
3729,1,337,337,ODD,FERNDALE DR,13205,SYRACUSE,,014,011,022,129,048,015,,,,004,
3730,38,101,175,ALL,FERNWOOD AVE,13205,SYRACUSE,,019,002,022,128,048,016,,,,004,
6358,21,101,125,ALL,FERRIS AVE,13224,SYRACUSE,,017,007,022,128,048,017,,,,003,
3731,11,117,231,ODD,FILLMORE AVE,13205,SYRACUSE,,014,003,022,128,048,016,,,,004,
3732,11,126,208,EVEN,FILLMORE AVE,13205,SYRACUSE,,014,002,022,128,048,016,,,,004,
3733,8,232,324,ALL,FILLMORE AVE,13205,SYRACUSE,,014,002,022,128,048,016,,,,004,
1640,9,111,121,ALL,FIRST NORTH ST,13208,SYRACUSE,,003,004,022,129,048,009,,,,001,
1641,10,200,216,EVEN,FIRST NORTH ST,13208,SYRACUSE,,003,006,022,129,048,009,,,,001,
1642,3,201,205,ODD,FIRST NORTH ST,13208,SYRACUSE,,003,004,022,129,048,009,,,,001,
1643,13,301,612,ALL,FIRST NORTH ST,13208,SYRACUSE,,003,004,022,129,048,009,,,,001,
1644,38,703,910,ALL,FIRST NORTH ST,13208,SYRACUSE,,001,003,022,129,048,009,,,,001,
1645,41,1000,1112,ALL,FIRST NORTH ST,13208,SYRACUSE,,001,007,022,129,048,009,,,,001,
1646,67,1203,1618,ALL,FIRST NORTH ST,13208,SYRACUSE,,001,002,022,129,048,009,,,,001,
3734,34,101,195,ALL,FISCOE AVE,13205,SYRACUSE,,014,011,022,129,048,015,,,,004,
2813,3,104,109,ALL,FISH AVE,13207,SYRACUSE,,013,008,022,128,048,015,,,,004,
4888,22,100,155,ALL,FITCH ST,13204,SYRACUSE,,010,003,022,128,048,015,,,,002,
3407,10,208,252,EVEN,FITCH ST,13204,SYRACUSE,,010,001,022,128,048,008,,,,002,
3408,15,223,259,ODD,FITCH ST,13204,SYRACUSE,,011,005,022,128,048,008,,,,002,
3409,6,312,336,EVEN,FITCH ST,13204,SYRACUSE,,008,003,022,128,048,008,,,,002,
3410,20,319,409,ODD,FITCH ST,13204,SYRACUSE,,011,001,022,128,048,008,,,,002,
3411,5,402,410,EVEN,FITCH ST,13204,SYRACUSE,,011,008,022,129,048,008,,,,002,
3412,5,415,508,ALL,FITCH ST,13204,SYRACUSE,,011,001,022,128,048,008,,,,002,
